Date & Time, Latitude Degree, Latitude Minute, Latitude Seconds, Latitude Direction, Longitude Degree, Longitude Minute, Longitude Second, Longitudem Direction, Altitude (meters), Speed (meters per second),Heart Rate (beats per minute),Posture,Acceleration,,latitude,longitude
1:23:53 PM,33,12,57.924,North,-87,32,39.312,West,80.8,1.4,72,15,0.2,,33.21609000,-87.54425333
1:23:54 PM,33,12,57.924,North,-87,32,39.33,West,80.8,0.6,75,14,0.19,,33.21609000,-87.54425833
1:23:55 PM,33,12,57.918,North,-87,32,39.348,West,80.8,1.3,80,15,0.2,,33.21608833,-87.54426333
1:23:56 PM,33,12,57.918,North,-87,32,39.342,West,80.7,0.1,80,17,0.1,,33.21608833,-87.54426167
1:23:57 PM,33,12,57.924,North,-87,32,39.354,West,80.6,0.6,79,17,0.12,,33.21609000,-87.54426500
1:23:58 PM,33,12,57.948,North,-87,32,39.354,West,80.5,0.5,80,17,0.14,,33.21609667,-87.54426500
1:23:59 PM,33,12,57.942,North,-87,32,39.336,West,80.1,0.2,85,17,0.13,,33.21609500,-87.54426000
1:24:00 PM,33,12,57.942,North,-87,32,39.318,West,79.9,0,89,17,0.1,,33.21609500,-87.54425500
1:24:01 PM,33,12,57.942,North,-87,32,39.288,West,79.9,0.2,91,17,0.06,,33.21609500,-87.54424667
1:24:02 PM,33,12,57.942,North,-87,32,39.264,West,79.8,1.6,90,17,0.04,,33.21609500,-87.54424000
1:24:03 PM,33,12,57.93,North,-87,32,39.222,West,79.3,2.4,85,18,0.04,,33.21609167,-87.54422833
1:24:04 PM,33,12,57.918,North,-87,32,39.192,West,78.8,0.9,81,18,0.04,,33.21608833,-87.54422000
1:24:05 PM,33,12,57.9,North,-87,32,39.156,West,78.5,0.1,77,18,0.04,,33.21608333,-87.54421000
1:24:06 PM,33,12,57.888,North,-87,32,39.132,West,78.2,0.2,74,18,0.03,,33.21608000,-87.54420333
1:24:07 PM,33,12,57.894,North,-87,32,39.114,West,78,0.3,75,18,0.04,,33.21608167,-87.54419833
1:24:08 PM,33,12,57.894,North,-87,32,39.12,West,77.8,0.8,78,19,0.06,,33.21608167,-87.54420000
1:24:09 PM,33,12,57.906,North,-87,32,39.144,West,77.8,0.7,78,19,0.04,,33.21608500,-87.54420667
1:24:10 PM,33,12,57.906,North,-87,32,39.144,West,77.6,1.7,78,19,0.03,,33.21608500,-87.54420667
1:24:11 PM,33,12,57.918,North,-87,32,39.15,West,77.5,0.5,78,18,0.03,,33.21608833,-87.54420833
1:24:12 PM,33,12,57.918,North,-87,32,39.162,West,77.4,0.1,80,18,0.04,,33.21608833,-87.54421167
1:24:14 PM,33,12,57.918,North,-87,32,39.18,West,77.4,1.1,84,19,0.03,,33.21608833,-87.54421667
1:24:15 PM,33,12,57.918,North,-87,32,39.186,West,77.3,0.2,86,19,0.03,,33.21608833,-87.54421833
1:24:16 PM,33,12,57.936,North,-87,32,39.186,West,77.1,0.2,84,19,0.03,,33.21609333,-87.54421833
1:24:17 PM,33,12,57.954,North,-87,32,39.18,West,77.1,0.1,81,19,0.04,,33.21609833,-87.54421667
1:24:18 PM,33,12,57.954,North,-87,32,39.18,West,77.1,0,82,19,0.04,,33.21609833,-87.54421667
1:24:19 PM,33,12,57.954,North,-87,32,39.18,West,77.1,0,83,19,0.06,,33.21609833,-87.54421667
1:24:20 PM,33,12,57.954,North,-87,32,39.18,West,77.1,0,82,19,0.03,,33.21609833,-87.54421667
1:24:21 PM,33,12,57.954,North,-87,32,39.18,West,77,0,81,18,0.04,,33.21609833,-87.54421667
1:24:22 PM,33,12,57.954,North,-87,32,39.18,West,77,0.2,82,18,0.03,,33.21609833,-87.54421667
1:24:23 PM,33,12,57.96,North,-87,32,39.18,West,77,0.1,84,19,0.07,,33.21610000,-87.54421667
1:24:24 PM,33,12,57.96,North,-87,32,39.174,West,77,0.1,83,19,0.04,,33.21610000,-87.54421500
1:24:25 PM,33,12,57.96,North,-87,32,39.174,West,77,0,79,19,0.03,,33.21610000,-87.54421500
1:24:26 PM,33,12,57.96,North,-87,32,39.174,West,77,0,75,18,0.03,,33.21610000,-87.54421500
1:24:27 PM,33,12,57.96,North,-87,32,39.174,West,77,0,72,19,0.04,,33.21610000,-87.54421500
1:24:29 PM,33,12,57.96,North,-87,32,39.174,West,77,0,73,19,0.08,,33.21610000,-87.54421500
1:24:30 PM,33,12,57.96,North,-87,32,39.174,West,77,0,75,17,0.2,,33.21610000,-87.54421500
1:24:31 PM,33,12,57.96,North,-87,32,39.174,West,77,0,77,9,0.61,,33.21610000,-87.54421500
1:24:32 PM,33,12,57.96,North,-87,32,39.174,West,77,0,77,8,0.37,,33.21610000,-87.54421500
1:24:33 PM,33,12,57.96,North,-87,32,39.174,West,77,0,78,11,0.34,,33.21610000,-87.54421500
1:24:34 PM,33,12,57.954,North,-87,32,39.174,West,76.9,0,79,15,0.16,,33.21609833,-87.54421500
1:24:35 PM,33,12,57.954,North,-87,32,39.174,West,76.9,0,86,16,0.08,,33.21609833,-87.54421500
1:24:36 PM,33,12,57.954,North,-87,32,39.174,West,76.9,0,92,17,0.06,,33.21609833,-87.54421500
1:24:37 PM,33,12,57.96,North,-87,32,39.174,West,76.9,0,91,17,0.06,,33.21610000,-87.54421500
1:24:38 PM,33,12,57.966,North,-87,32,39.156,West,77,1.3,88,18,0.06,,33.21610167,-87.54421000
1:24:39 PM,33,12,57.966,North,-87,32,39.144,West,77,0.2,85,19,0.06,,33.21610167,-87.54420667
1:24:40 PM,33,12,57.96,North,-87,32,39.12,West,77,1.3,82,18,0.06,,33.21610000,-87.54420000
1:24:41 PM,33,12,57.948,North,-87,32,39.096,West,77,0.9,80,19,0.04,,33.21609667,-87.54419333
1:24:42 PM,33,12,57.936,North,-87,32,39.084,West,77,1.8,80,18,0.04,,33.21609333,-87.54419000
1:24:44 PM,33,12,57.906,North,-87,32,39.066,West,76.5,0.3,80,19,0.03,,33.21608500,-87.54418500
1:24:45 PM,33,12,57.906,North,-87,32,39.066,West,76.5,0,80,19,0.03,,33.21608500,-87.54418500
1:24:46 PM,33,12,57.9,North,-87,32,39.06,West,76.2,0.1,85,18,0.04,,33.21608333,-87.54418333
1:24:47 PM,33,12,57.882,North,-87,32,39.042,West,75.7,0.1,85,19,0.03,,33.21607833,-87.54417833
1:24:48 PM,33,12,57.882,North,-87,32,39.03,West,75.6,0,82,19,0.04,,33.21607833,-87.54417500
1:24:49 PM,33,12,57.882,North,-87,32,39.03,West,75.6,0,80,19,0.04,,33.21607833,-87.54417500
1:24:50 PM,33,12,57.882,North,-87,32,39.03,West,75.6,0,79,19,0.06,,33.21607833,-87.54417500
1:24:51 PM,33,12,57.882,North,-87,32,39.03,West,75.6,0,79,18,0.16,,33.21607833,-87.54417500
1:24:52 PM,33,12,57.882,North,-87,32,39.03,West,75.6,0,79,17,0.14,,33.21607833,-87.54417500
1:24:53 PM,33,12,57.882,North,-87,32,39.03,West,75.6,0,80,17,0.1,,33.21607833,-87.54417500
1:24:54 PM,33,12,57.882,North,-87,32,39.03,West,75.6,0,83,17,0.12,,33.21607833,-87.54417500
1:24:55 PM,33,12,57.876,North,-87,32,39.03,West,75.5,0,87,17,0.1,,33.21607667,-87.54417500
1:24:56 PM,33,12,57.876,North,-87,32,39.03,West,75.5,0,89,17,0.03,,33.21607667,-87.54417500
1:24:57 PM,33,12,57.876,North,-87,32,39.03,West,75.5,0,89,17,0.1,,33.21607667,-87.54417500
1:24:58 PM,33,12,57.876,North,-87,32,39.03,West,75.5,0,84,17,0.03,,33.21607667,-87.54417500
1:24:59 PM,33,12,57.876,North,-87,32,39.03,West,75.5,0,81,17,0.04,,33.21607667,-87.54417500
1:25:00 PM,33,12,57.876,North,-87,32,39.03,West,75.5,0,78,17,0.13,,33.21607667,-87.54417500
1:25:02 PM,33,12,57.876,North,-87,32,39.03,West,75.5,0,75,17,0.14,,33.21607667,-87.54417500
1:25:03 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,73,17,0.06,,33.21607667,-87.54417500
1:25:04 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,72,18,0.04,,33.21607667,-87.54417500
1:25:05 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,72,19,0.03,,33.21607667,-87.54417500
1:25:06 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,74,18,0.03,,33.21607667,-87.54417500
1:25:07 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,75,18,0.03,,33.21607667,-87.54417500
1:25:08 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,76,19,0.06,,33.21607667,-87.54417500
1:25:09 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,78,19,0.03,,33.21607667,-87.54417500
1:25:10 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,78,18,0.03,,33.21607667,-87.54417500
1:25:11 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,77,18,0.1,,33.21607667,-87.54417500
1:25:12 PM,33,12,57.876,North,-87,32,39.03,West,75.4,0,71,18,0.03,,33.21607667,-87.54417500
1:25:13 PM,33,12,57.87,North,-87,32,39.03,West,75.3,0,71,19,0.04,,33.21607500,-87.54417500
1:25:14 PM,33,12,57.87,North,-87,32,39.03,West,75.3,0,74,19,0.03,,33.21607500,-87.54417500
1:25:15 PM,33,12,57.87,North,-87,32,39.03,West,75.3,0,78,18,0.03,,33.21607500,-87.54417500
1:25:17 PM,33,12,57.87,North,-87,32,39.03,West,75.3,0,84,19,0.03,,33.21607500,-87.54417500
1:25:18 PM,33,12,57.87,North,-87,32,39.03,West,75.3,0,86,19,0.04,,33.21607500,-87.54417500
1:25:19 PM,33,12,57.87,North,-87,32,39.03,West,75.3,0.1,84,19,0.03,,33.21607500,-87.54417500
1:25:20 PM,33,12,57.87,North,-87,32,39.03,West,75.3,0.2,80,19,0.04,,33.21607500,-87.54417500
1:25:21 PM,33,12,57.87,North,-87,32,39.03,West,75.3,0,76,19,0.03,,33.21607500,-87.54417500
1:25:22 PM,33,12,57.87,North,-87,32,39.024,West,75.3,0.6,73,19,0.04,,33.21607500,-87.54417333
1:25:23 PM,33,12,57.876,North,-87,32,39.036,West,75.3,0.1,71,19,0.04,,33.21607667,-87.54417667
1:25:24 PM,33,12,57.876,North,-87,32,39.066,West,75.2,1.6,70,19,0.03,,33.21607667,-87.54418500
1:25:25 PM,33,12,57.888,North,-87,32,39.084,West,74.9,0.6,73,18,0.1,,33.21608000,-87.54419000
1:25:26 PM,33,12,57.9,North,-87,32,39.078,West,74.8,0.7,73,18,0.03,,33.21608333,-87.54418833
1:25:27 PM,33,12,57.906,North,-87,32,39.078,West,74.8,0.4,75,19,0.03,,33.21608500,-87.54418833
1:25:28 PM,33,12,57.906,North,-87,32,39.072,West,74.9,0,77,19,0.03,,33.21608500,-87.54418667
1:25:29 PM,33,12,57.918,North,-87,32,39.066,West,75,0.1,76,19,0.03,,33.21608833,-87.54418500
1:25:30 PM,33,12,57.918,North,-87,32,39.066,West,75,0,76,19,0.04,,33.21608833,-87.54418500
1:25:32 PM,33,12,57.924,North,-87,32,39.06,West,75,0.1,74,19,0.03,,33.21609000,-87.54418333
1:25:33 PM,33,12,57.924,North,-87,32,39.06,West,75,0.1,73,19,0.04,,33.21609000,-87.54418333
1:25:34 PM,33,12,57.924,North,-87,32,39.06,West,75,0,72,19,0.03,,33.21609000,-87.54418333
1:25:35 PM,33,12,57.924,North,-87,32,39.06,West,74.9,0.2,71,19,0.06,,33.21609000,-87.54418333
1:25:36 PM,33,12,57.93,North,-87,32,39.042,West,74.8,0.6,73,19,0.03,,33.21609167,-87.54417833
1:25:37 PM,33,12,57.924,North,-87,32,39.012,West,74.6,1.3,74,19,0.03,,33.21609000,-87.54417000
1:25:38 PM,33,12,57.93,North,-87,32,38.988,West,74.5,0.9,73,19,0.04,,33.21609167,-87.54416333
1:25:39 PM,33,12,57.93,North,-87,32,38.976,West,74.6,0.6,76,19,0.08,,33.21609167,-87.54416000
1:25:40 PM,33,12,57.93,North,-87,32,38.97,West,74.4,0.1,78,17,0.15,,33.21609167,-87.54415833
1:25:41 PM,33,12,57.936,North,-87,32,38.964,West,74.3,0.2,77,16,0.15,,33.21609333,-87.54415667
1:25:42 PM,33,12,57.942,North,-87,32,38.97,West,74.3,0.3,78,14,0.49,,33.21609500,-87.54415833
1:25:43 PM,33,12,57.936,North,-87,32,38.97,West,74.3,0.2,81,14,0.31,,33.21609333,-87.54415833
1:25:44 PM,33,12,57.936,North,-87,32,38.97,West,74.3,0,86,17,0.44,,33.21609333,-87.54415833
1:25:45 PM,33,12,57.936,North,-87,32,38.97,West,74.3,0,88,19,0.27,,33.21609333,-87.54415833
1:25:46 PM,33,12,57.942,North,-87,32,38.97,West,74.3,0,90,18,0.18,,33.21609500,-87.54415833
1:25:47 PM,33,12,57.96,North,-87,32,38.964,West,74.4,0.2,91,17,0.24,,33.21610000,-87.54415667
1:25:48 PM,33,12,57.99,North,-87,32,38.952,West,74.5,0.2,92,18,0.24,,33.21610833,-87.54415333
1:25:49 PM,33,12,58.02,North,-87,32,38.934,West,74.6,0.3,94,18,0.2,,33.21611667,-87.54414833
1:25:50 PM,33,12,58.038,North,-87,32,38.928,West,74.6,0.4,93,19,0.14,,33.21612167,-87.54414667
1:25:51 PM,33,12,58.044,North,-87,32,38.922,West,74.6,0.4,90,17,0.19,,33.21612333,-87.54414500
1:25:52 PM,33,12,58.05,North,-87,32,38.916,West,74.7,0.3,88,17,0.2,,33.21612500,-87.54414333
1:25:53 PM,33,12,58.056,North,-87,32,38.904,West,74.7,0.4,85,17,0.08,,33.21612667,-87.54414000
1:25:54 PM,33,12,58.08,North,-87,32,38.892,West,74.7,0.5,83,17,0.06,,33.21613333,-87.54413667
1:25:55 PM,33,12,58.122,North,-87,32,38.856,West,74.7,0.6,82,17,0.15,,33.21614500,-87.54412667
1:25:56 PM,33,12,58.152,North,-87,32,38.844,West,75.3,0.6,83,17,0.13,,33.21615333,-87.54412333
1:25:58 PM,33,12,58.17,North,-87,32,38.88,West,75.7,0.3,84,17,0.06,,33.21615833,-87.54413333
1:25:59 PM,33,12,58.158,North,-87,32,38.91,West,75.8,0.2,82,17,0.04,,33.21615500,-87.54414167
1:26:00 PM,33,12,58.152,North,-87,32,38.934,West,75.9,0,80,18,0.12,,33.21615333,-87.54414833
1:26:01 PM,33,12,58.152,North,-87,32,38.934,West,75.9,0,79,17,0.18,,33.21615333,-87.54414833
1:26:02 PM,33,12,58.152,North,-87,32,38.934,West,75.9,0,78,17,0.06,,33.21615333,-87.54414833
1:26:03 PM,33,12,58.152,North,-87,32,38.934,West,76,0,79,17,0.06,,33.21615333,-87.54414833
1:26:04 PM,33,12,58.152,North,-87,32,38.94,West,76,0,80,17,0.04,,33.21615333,-87.54415000
1:26:05 PM,33,12,58.158,North,-87,32,38.94,West,76,0,83,15,0.03,,33.21615500,-87.54415000
1:26:06 PM,33,12,58.158,North,-87,32,38.94,West,76,0.2,86,15,0.04,,33.21615500,-87.54415000
1:26:07 PM,33,12,58.158,North,-87,32,38.94,West,75.9,0.2,86,15,0.03,,33.21615500,-87.54415000
1:26:08 PM,33,12,58.158,North,-87,32,38.94,West,75.9,0.1,84,15,0.03,,33.21615500,-87.54415000
1:26:09 PM,33,12,58.158,North,-87,32,38.946,West,75.9,0.1,82,17,0.04,,33.21615500,-87.54415167
1:26:10 PM,33,12,58.158,North,-87,32,38.964,West,76,0.2,82,15,0.03,,33.21615500,-87.54415667
1:26:12 PM,33,12,58.164,North,-87,32,38.964,West,75.9,1.3,83,16,0.04,,33.21615667,-87.54415667
1:26:13 PM,33,12,58.152,North,-87,32,38.964,West,75.9,0.3,84,17,0.1,,33.21615333,-87.54415667
1:26:14 PM,33,12,58.158,North,-87,32,38.97,West,75.9,0.2,81,15,0.13,,33.21615500,-87.54415833
1:26:15 PM,33,12,58.146,North,-87,32,38.97,West,75.9,0.3,79,14,0.19,,33.21615167,-87.54415833
1:26:16 PM,33,12,58.122,North,-87,32,38.958,West,75.7,0.7,80,14,0.15,,33.21614500,-87.54415500
1:26:17 PM,33,12,58.098,North,-87,32,38.946,West,75.1,0.8,83,14,0.24,,33.21613833,-87.54415167
1:26:18 PM,33,12,58.062,North,-87,32,38.934,West,74.7,0.3,86,15,0.13,,33.21612833,-87.54414833
1:26:19 PM,33,12,58.062,North,-87,32,38.928,West,74.7,0.8,88,13,0.18,,33.21612833,-87.54414667
1:26:20 PM,33,12,58.056,North,-87,32,38.922,West,74.7,0.6,91,14,0.15,,33.21612667,-87.54414500
1:26:21 PM,33,12,58.05,North,-87,32,38.904,West,74.9,0.4,92,13,0.15,,33.21612500,-87.54414000
1:26:22 PM,33,12,58.05,North,-87,32,38.88,West,75.4,0.2,90,14,0.15,,33.21612500,-87.54413333
1:26:23 PM,33,12,58.044,North,-87,32,38.874,West,75.5,0.1,84,14,0.28,,33.21612333,-87.54413167
1:26:24 PM,33,12,58.044,North,-87,32,38.874,West,75.5,0.1,82,14,0.2,,33.21612333,-87.54413167
1:26:25 PM,33,12,58.044,North,-87,32,38.874,West,75.5,0.1,81,14,0.18,,33.21612333,-87.54413167
1:26:26 PM,33,12,58.044,North,-87,32,38.868,West,75.5,0,85,11,0.22,,33.21612333,-87.54413000
1:26:27 PM,33,12,58.044,North,-87,32,38.868,West,75.5,0.1,88,13,0.19,,33.21612333,-87.54413000
1:26:28 PM,33,12,58.044,North,-87,32,38.868,West,75.5,0,88,15,0.08,,33.21612333,-87.54413000
1:26:29 PM,33,12,58.044,North,-87,32,38.868,West,75.5,0.2,88,17,0.1,,33.21612333,-87.54413000
1:26:31 PM,33,12,58.044,North,-87,32,38.886,West,75.5,0.5,89,18,0.07,,33.21612333,-87.54413500
1:26:32 PM,33,12,58.032,North,-87,32,38.904,West,75.3,0.8,90,19,0.06,,33.21612000,-87.54414000
1:26:33 PM,33,12,58.026,North,-87,32,38.916,West,75.2,0.8,91,19,0.04,,33.21611833,-87.54414333
1:26:34 PM,33,12,58.02,North,-87,32,38.94,West,75.2,1.1,93,19,0.04,,33.21611667,-87.54415000
1:26:35 PM,33,12,58.014,North,-87,32,38.958,West,75.2,1.3,93,19,0.06,,33.21611500,-87.54415500
1:26:36 PM,33,12,58.02,North,-87,32,38.946,West,75.2,0.1,90,19,0.04,,33.21611667,-87.54415167
1:26:37 PM,33,12,58.08,North,-87,32,38.91,West,75.1,0.6,87,19,0.04,,33.21613333,-87.54414167
1:26:38 PM,33,12,58.08,North,-87,32,38.892,West,75.1,1.2,84,19,0.04,,33.21613333,-87.54413667
1:26:39 PM,33,12,58.074,North,-87,32,38.868,West,75.1,1,80,19,0.06,,33.21613167,-87.54413000
1:26:40 PM,33,12,58.056,North,-87,32,38.874,West,75.1,0.3,81,19,0.07,,33.21612667,-87.54413167
1:26:41 PM,33,12,58.038,North,-87,32,38.886,West,75.2,2.5,83,19,0.09,,33.21612167,-87.54413500
1:26:42 PM,33,12,58.038,North,-87,32,38.916,West,75.2,1.6,86,17,0.18,,33.21612167,-87.54414333
1:26:43 PM,33,12,58.05,North,-87,32,38.934,West,75.3,1.1,89,17,0.18,,33.21612500,-87.54414833
1:26:44 PM,33,12,58.062,North,-87,32,38.946,West,75.4,1.6,91,16,0.19,,33.21612833,-87.54415167
1:26:46 PM,33,12,58.062,North,-87,32,38.958,West,75.4,0.4,93,15,0.2,,33.21612833,-87.54415500
1:26:47 PM,33,12,58.05,North,-87,32,38.964,West,75.4,0.5,95,15,0.22,,33.21612500,-87.54415667
1:26:48 PM,33,12,58.026,North,-87,32,38.946,West,75.1,0.1,94,15,0.15,,33.21611833,-87.54415167
1:26:49 PM,33,12,58.026,North,-87,32,38.928,West,75.1,1,89,14,0.26,,33.21611833,-87.54414667
1:26:50 PM,33,12,58.026,North,-87,32,38.91,West,75.1,0.5,84,13,0.2,,33.21611833,-87.54414167
1:26:51 PM,33,12,58.014,North,-87,32,38.904,West,75.1,1,81,14,0.14,,33.21611500,-87.54414000
1:26:52 PM,33,12,58.014,North,-87,32,38.892,West,75.2,0.4,81,12,0.21,,33.21611500,-87.54413667
1:26:53 PM,33,12,58.008,North,-87,32,38.892,West,74.9,0.1,84,12,0.32,,33.21611333,-87.54413667
1:26:54 PM,33,12,58.014,North,-87,32,38.898,West,74.3,0,89,13,0.22,,33.21611500,-87.54413833
1:26:55 PM,33,12,58.026,North,-87,32,38.886,West,74.1,0.3,90,13,0.21,,33.21611833,-87.54413500
1:26:56 PM,33,12,58.05,North,-87,32,38.85,West,73.9,1.1,92,13,0.21,,33.21612500,-87.54412500
1:26:57 PM,33,12,58.056,North,-87,32,38.796,West,73.7,1.7,92,11,0.26,,33.21612667,-87.54411000
1:26:58 PM,33,12,58.068,North,-87,32,38.736,West,73.7,1.5,91,11,0.28,,33.21613000,-87.54409333
1:26:59 PM,33,12,58.092,North,-87,32,38.694,West,73.7,1.6,90,11,0.27,,33.21613667,-87.54408167
1:27:00 PM,33,12,58.128,North,-87,32,38.652,West,73.6,3,90,12,0.24,,33.21614667,-87.54407000
1:27:01 PM,33,12,58.17,North,-87,32,38.628,West,73.3,4.3,91,14,0.25,,33.21615833,-87.54406333
1:27:02 PM,33,12,58.176,North,-87,32,38.61,West,72.4,3.8,92,14,0.22,,33.21616000,-87.54405833
1:27:03 PM,33,12,58.23,North,-87,32,38.574,West,72.3,2.7,92,15,0.22,,33.21617500,-87.54404833
1:27:04 PM,33,12,58.266,North,-87,32,38.532,West,72.3,2.4,90,15,0.26,,33.21618500,-87.54403667
1:27:05 PM,33,12,58.284,North,-87,32,38.484,West,72.1,2.4,88,15,0.15,,33.21619000,-87.54402333
1:27:06 PM,33,12,58.302,North,-87,32,38.436,West,71.9,1.8,88,13,0.19,,33.21619500,-87.54401000
1:27:07 PM,33,12,58.302,North,-87,32,38.418,West,71.9,1.6,89,14,0.21,,33.21619500,-87.54400500
1:27:08 PM,33,12,58.296,North,-87,32,38.406,West,72,0.4,86,15,0.14,,33.21619333,-87.54400167
1:27:09 PM,33,12,58.308,North,-87,32,38.382,West,72,0.3,84,15,0.04,,33.21619667,-87.54399500
1:27:10 PM,33,12,58.302,North,-87,32,38.346,West,72,2.6,83,14,0.04,,33.21619500,-87.54398500
1:27:11 PM,33,12,58.296,North,-87,32,38.328,West,72,0.8,82,15,0.1,,33.21619333,-87.54398000
1:27:12 PM,33,12,58.296,North,-87,32,38.328,West,72,0.5,79,15,0.03,,33.21619333,-87.54398000
1:27:13 PM,33,12,58.302,North,-87,32,38.328,West,72,0.6,75,15,0.04,,33.21619500,-87.54398000
1:27:14 PM,33,12,58.302,North,-87,32,38.322,West,72.1,0.5,73,15,0.03,,33.21619500,-87.54397833
1:27:15 PM,33,12,58.296,North,-87,32,38.31,West,72.1,0.4,75,15,0.06,,33.21619333,-87.54397500
1:27:16 PM,33,12,58.29,North,-87,32,38.292,West,72.1,0.4,79,15,0.1,,33.21619167,-87.54397000
1:27:17 PM,33,12,58.29,North,-87,32,38.28,West,72.1,0.5,81,15,0.1,,33.21619167,-87.54396667
1:27:18 PM,33,12,58.266,North,-87,32,38.274,West,72.1,0.5,83,15,0.04,,33.21618500,-87.54396500
1:27:19 PM,33,12,58.254,North,-87,32,38.268,West,72.1,0.6,79,15,0.03,,33.21618167,-87.54396333
1:27:20 PM,33,12,58.26,North,-87,32,38.274,West,72.1,0.6,77,15,0.03,,33.21618333,-87.54396500
1:27:21 PM,33,12,58.272,North,-87,32,38.274,West,72.1,0.4,76,15,0.03,,33.21618667,-87.54396500
1:27:22 PM,33,12,58.284,North,-87,32,38.28,West,72.1,0.4,72,15,0.04,,33.21619000,-87.54396667
1:27:23 PM,33,12,58.29,North,-87,32,38.268,West,72.1,0.4,71,15,0.12,,33.21619167,-87.54396333
1:27:24 PM,33,12,58.296,North,-87,32,38.262,West,72.1,0.5,73,15,0.04,,33.21619333,-87.54396167
1:27:26 PM,33,12,58.308,North,-87,32,38.25,West,72.1,0.5,74,15,0.03,,33.21619667,-87.54395833
1:27:27 PM,33,12,58.32,North,-87,32,38.238,West,72.1,0.5,77,15,0.06,,33.21620000,-87.54395500
1:27:28 PM,33,12,58.344,North,-87,32,38.214,West,72.1,1.7,82,17,0.03,,33.21620667,-87.54394833
1:27:29 PM,33,12,58.374,North,-87,32,38.172,West,72.1,2.3,83,15,0.15,,33.21621500,-87.54393667
1:27:30 PM,33,12,58.44,North,-87,32,38.112,West,72.1,3.7,81,15,0.2,,33.21623333,-87.54392000
1:27:31 PM,33,12,58.524,North,-87,32,38.028,West,72.1,4.3,78,12,0.31,,33.21625667,-87.54389667
1:27:32 PM,33,12,58.584,North,-87,32,37.968,West,72.1,4.9,79,14,0.18,,33.21627333,-87.54388000
1:28:36 PM,33,12,56.688,North,-87,32,37.686,West,72.1,0,83,12,0.33,,33.21574667,-87.54380167
1:28:37 PM,33,12,56.64,North,-87,32,37.662,West,72.1,0,86,14,0.25,,33.21573333,-87.54379500
1:28:38 PM,33,12,56.646,North,-87,32,37.656,West,72.2,0.1,88,12,0.2,,33.21573500,-87.54379333
1:28:39 PM,33,12,56.568,North,-87,32,37.764,West,72.3,0.4,88,12,0.39,,33.21571333,-87.54382333
1:28:40 PM,33,12,56.55,North,-87,32,37.788,West,72.3,1,88,12,0.15,,33.21570833,-87.54383000
1:28:41 PM,33,12,56.538,North,-87,32,37.806,West,72.3,1.2,90,12,0.18,,33.21570500,-87.54383500
1:28:42 PM,33,12,56.52,North,-87,32,37.818,West,72.3,1,93,18,0.21,,33.21570000,-87.54383833
1:28:43 PM,33,12,56.514,North,-87,32,37.872,West,72.3,0.3,97,19,0.15,,33.21569833,-87.54385333
1:28:44 PM,33,12,56.568,North,-87,32,38.094,West,72.2,0.6,95,21,0.09,,33.21571333,-87.54391500
1:28:45 PM,33,12,56.598,North,-87,32,38.178,West,72.1,0.9,91,21,0.06,,33.21572167,-87.54393833
1:28:46 PM,33,12,56.634,North,-87,32,38.16,West,72,0.8,87,21,0.06,,33.21573167,-87.54393333
1:28:47 PM,33,12,56.7,North,-87,32,38.19,West,72,0.7,88,21,0.06,,33.21575000,-87.54394167
1:28:48 PM,33,12,56.772,North,-87,32,38.214,West,71.9,0.7,88,21,0.07,,33.21577000,-87.54394833
1:28:49 PM,33,12,56.808,North,-87,32,38.238,West,71.9,0.5,85,22,0.06,,33.21578000,-87.54395500
1:28:51 PM,33,12,56.85,North,-87,32,38.25,West,71.9,0.3,81,22,0.04,,33.21579167,-87.54395833
1:28:52 PM,33,12,56.892,North,-87,32,38.238,West,72,0.1,78,22,0.04,,33.21580333,-87.54395500
1:28:53 PM,33,12,56.946,North,-87,32,38.232,West,72.2,0.4,76,22,0.03,,33.21581833,-87.54395333
1:28:54 PM,33,12,57.018,North,-87,32,38.25,West,72.5,0.6,73,22,0.03,,33.21583833,-87.54395833
1:28:55 PM,33,12,57.066,North,-87,32,38.22,West,72.4,0.5,70,22,0.04,,33.21585167,-87.54395000
1:28:56 PM,33,12,57.15,North,-87,32,38.214,West,72.8,0.5,69,22,0.04,,33.21587500,-87.54394833
1:28:57 PM,33,12,57.258,North,-87,32,38.256,West,73.1,0.3,72,22,0.06,,33.21590500,-87.54396000
1:28:58 PM,33,12,57.318,North,-87,32,38.286,West,73.5,0.1,72,22,0.07,,33.21592167,-87.54396833
1:28:59 PM,33,12,57.312,North,-87,32,38.292,West,73.6,0,73,21,0.07,,33.21592000,-87.54397000
1:29:01 PM,33,12,57.288,North,-87,32,38.322,West,73.5,2,75,21,0.08,,33.21591333,-87.54397833
1:29:02 PM,33,12,57.276,North,-87,32,38.352,West,73.4,2.4,77,21,0.06,,33.21591000,-87.54398667
1:29:03 PM,33,12,57.24,North,-87,32,38.376,West,73.4,1.9,75,22,0.04,,33.21590000,-87.54399333
